img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X_d,Y_d,lon_d,lat_d,is_musacea_d,is_banana,ground_index,name,lat_g,lon_g,diameter,height,year,plot_id,tree_id,is_musacea_g,site,X_g,Y_g,updated diameter,group,updated height,AGB,carbon,id
Flora Pluas RGB_1_0_3800_4000_7800.png,670.1077880859375,2055.843505859375,1046.2095947265625,2479.0830078125,0.5360251069068909,Flora Pluas RGB,1,0,3800,4000,7800,858.1586914062499,2267.463256835937,670.1077880859375,5855.843505859375,1046.2095947265625,6279.0830078125,858.1586914062499,6067.4632568359375,-79.54180131374498,-2.229617295430931,0.99,True,271,Musacea,-2.22953455,-79.54177075,17.825311943,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,4464.182546447754,5750.099253027605,17.825311943,banana,0.0,13.862142540006111,5.4062355906023845,271
Flora Pluas RGB_1_0_3800_4000_7800.png,2902.2548828125,1169.7574462890625,3158.74169921875,1433.4266357421875,0.5021847486495972,Flora Pluas RGB,1,0,3800,4000,7800,3030.498291015625,1301.592041015625,2902.2548828125,4969.757446289063,3158.74169921875,5233.426635742188,3030.498291015625,5101.592041015625,-79.54170078446482,-2.229564661711897,0.99,True,401,Musacea,-2.22947972,-79.54168755,18.3027756557,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,5491.468796342077,5116.919707927088,18.3027756557,banana,0.0,14.665010285297576,5.719354011266054,401
Flora Pluas RGB_1_0_3800_4000_7800.png,3128.6552734375,1234.26513671875,3451.176513671875,1584.804931640625,0.4989345073699951,Flora Pluas RGB,1,0,3800,4000,7800,3289.9158935546875,1409.5350341796875,3128.6552734375,5034.26513671875,3451.176513671875,5384.804931640625,3289.9158935546875,5209.535034179688,-79.5416887794059,-2.229570543905176,0.99,True,226,Musacea,-2.22947314,-79.54167254,11.9365928189,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,5676.800125975324,5040.93354329532,11.9365928189,banana,0.0,5.900332186902566,2.3011295528920006,226
Flora Pluas RGB_1_0_3800_4000_7800.png,2994.535888671875,2395.130859375,3247.919677734375,2655.546630859375,0.4473609328269959,Flora Pluas RGB,1,0,3800,4000,7800,3121.227783203125,2525.3387451171875,2994.535888671875,6195.130859375,3247.919677734375,6455.546630859375,3121.227783203125,6325.338745117188,-79.54169658577942,-2.2296313479731062,0.99,True,311,Musacea,-2.22952911,-79.5416676,13.7509549274,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,5737.795247027158,5687.277864641121,13.7509549274,banana,0.0,7.975726325636791,3.1105332669983485,311
Flora Pluas RGB_1_0_3800_4000_7800.png,337.417724609375,1043.250732421875,645.9051513671875,1355.75,0.4354471266269684,Flora Pluas RGB,1,0,3800,4000,7800,491.6614379882813,1199.5003662109375,337.417724609375,4843.250732421875,645.9051513671875,5155.75,491.6614379882813,4999.500366210938,-79.54181827412495,-2.229559098377532,0.99,True,312,Musacea,-2.22948428,-79.54178357,10.3450471098,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,4305.891564063968,5169.578812897962,10.3450471098,banana,0.0,4.350121845877161,1.6965475198920927,312
Flora Pluas RGB_1_0_3800_4000_7800.png,836.41552734375,1058.5511474609375,1194.073974609375,1414.3946533203125,0.4266578555107117,Flora Pluas RGB,1,0,3800,4000,7800,1015.2447509765624,1236.472900390625,836.41552734375,4858.551147460938,1194.073974609375,5214.394653320313,1015.2447509765624,5036.472900390625,-79.54179404427916,-2.2295611131409334,0.99,True,190,Musacea,-2.22947736,-79.54176955,17.2841864018,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,4478.999175051154,5089.666311495244,17.2841864018,banana,0.0,12.981159906486564,5.062652363529762,190
Flora Pluas RGB_1_0_3800_4000_7800.png,2891.222900390625,1897.7391357421875,3280.669921875,2307.084716796875,0.4164394736289978,Flora Pluas RGB,1,0,3800,4000,7800,3085.9464111328125,2102.4119262695312,2891.222900390625,5697.739135742188,3280.669921875,6107.084716796875,3085.9464111328125,5902.411926269531,-79.54169821849419,-2.229608301203526,0.99,True,59,Musacea,-2.22950351,-79.54168276,14.6422205246,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,5550.611838928152,5391.647801631714,14.6422205246,banana,0.0,9.11725379239417,3.5557289790337263,59
Flora Pluas RGB_1_0_3800_4000_7800.png,1570.3399658203125,6.581399917602539,1817.1917724609373,174.72984313964844,0.4051671624183655,Flora Pluas RGB,1,0,3800,4000,7800,1693.765869140625,90.65562152862547,1570.3399658203125,3806.5813999176025,1817.1917724609373,3974.729843139648,1693.765869140625,3890.6556215286255,-79.54176264438219,-2.2294986735281443,0.99,True,99,Musacea,-2.22944071,-79.54171926,16.7112299465,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,5099.939385589312,4666.430303322263,16.7112299465,banana,0.0,12.081731474291317,4.711875274973613,99
Flora Pluas RGB_1_0_3800_4000_7800.png,723.5494995117188,2919.62548828125,997.1887817382812,3187.13232421875,0.3904207050800324,Flora Pluas RGB,1,0,3800,4000,7800,860.369140625,3053.37890625,723.5494995117188,6719.62548828125,997.1887817382812,6987.13232421875,860.369140625,6853.37890625,-79.54180121145211,-2.2296601227383377,0.99,True,63,Musacea,-2.22960983,-79.54178883,15.9791189203,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,4240.945342074622,6619.436407053565,15.9791189203,banana,0.0,10.982185629986212,4.283052395694623,63
Flora Pluas RGB_1_0_3800_4000_7800.png,1028.24267578125,1958.671142578125,1333.484619140625,2274.239990234375,0.3901513218879699,Flora Pluas RGB,1,0,3800,4000,7800,1180.8636474609375,2116.45556640625,1028.24267578125,5758.671142578125,1333.484619140625,6074.239990234375,1180.8636474609375,5916.45556640625,-79.54178637993955,-2.2296090664908608,0.99,True,404,Musacea,-2.22953364,-79.54176163,16.5520753756,0.0,2017.0,P6,0.0,1.0,Flora Pluas RGB,4576.7889238686985,5739.590528134015,16.5520753756,banana,0.0,11.837963175228046,4.6168056383389375,404
